timestamp,type,word_text,entity_text,relevant,facet,word_id,pdf_term_id,entity_id,paper_id,page_number,user_id,_id
'2018-03-05T11:07:30','occurrence','bm25','bm25','irrelevant','dataset','w-1-0-8-292','4373774912','4370963032','conf_trec_BalogSV10','5','user_2','319229e4-6798-4e91-9123-8c686572a632'
'2018-03-05T11:07:34','occurrence','purdue','purdue','irrelevant','dataset','w-1-0-8-338','4376549248','4370961520','conf_trec_BalogSV10','5','user_2','41fa1c48-8bd4-4f0f-8e90-3675a260458c'
'2018-03-05T11:07:50','occurrence','freebase','freebase','irrelevant','method','w-1-0-8-602','4574561112','4571726624','conf_trec_BalogSV10','5','user_2','9202064b-8a23-4de2-9eb7-2524b8a7332a'
'2018-03-05T11:07:59','occurrence','uamsterdam','uamsterdam','irrelevant','method','w-1-0-8-653','4574538888','4571726176','conf_trec_BalogSV10','5','user_2','9e3f2111-45af-48ca-a800-0bbf3c5c4395'
'2018-03-05T11:08:00','occurrence','uamsterdam','uamsterdam','irrelevant','dataset','w-1-0-8-653','4376551264','4370962696','conf_trec_BalogSV10','5','user_2','ed612d5e-b0c9-44a8-bda6-c0db147ded12'
'2018-03-05T11:08:07','occurrence','uwaterlooeng','uwaterlooeng','irrelevant','dataset','w-1-0-9-72','4373775584','4370963312','conf_trec_BalogSV10','6','user_2','3add0a2b-ad12-42c4-9648-556a217b9fb2'
'2018-03-05T11:08:24','occurrence','realnames','realnames','relevant','method','w-1-0-9-517','4574561560','4571726680','conf_trec_BalogSV10','6','user_2','4dd6a0b4-83f8-42fc-8ae1-e74ddc66f6e7'
'2018-03-05T11:08:43','occurrence','dbpedia','dbpedia','irrelevant','method','w-1-0-9-660','4574608520','4569018888','conf_trec_BalogSV10','6','user_2','b419d07e-b21b-44bf-924f-5d728604ffb0'
'2018-03-05T11:08:49','occurrence','dbpedia','dbpedia','relevant','dataset','w-1-0-9-660','4376548296','4370993224','conf_trec_BalogSV10','6','user_2','5214f74f-d4a7-4ec5-9b12-7fe177ee877b'
'2018-03-05T11:09:04','occurrence','uiuc','uiuc','relevant','method','w-1-0-10-74','4574539336','4571726344','conf_trec_BalogSV10','7','user_2','ee04af72-1638-42b6-b1ea-bd1a0aaaf072'
'2018-03-05T11:09:11','occurrence','lbj-based','lbj-based','irrelevant','dataset','w-1-0-10-82','4376550144','4370962472','conf_trec_BalogSV10','7','user_2','9f092a7d-7f8a-425c-b8ed-aecdaec52deb'
'2018-03-05T11:09:20','occurrence','billion','billion triple challenge','irrelevant','method','w-1-0-10-220','4574587592','4571727520','conf_trec_BalogSV10','7','user_2','9c385b28-f443-4230-8749-149e21a25366'
'2018-03-05T11:09:23','occurrence','billion','billion triple challenge','relevant','dataset','w-1-0-10-220','4376549920','4371011344','conf_trec_BalogSV10','7','user_2','402f13e1-e7fe-4f00-987e-670c72052dff'
'2018-03-05T11:09:34','occurrence','graph','semantic web graph','relevant','method','w-1-0-10-259','4574561784','4571726736','conf_trec_BalogSV10','7','user_2','692f5a41-e8d4-4299-b260-d188b65b1346'
'2018-03-06T04:54:41','occurrence','named','named entity recognition','relevant','method','w-1-0-0-1','4580099464','4578093768','conf_trec_BellotCEGL02','0','user_3','16e37eee-6cb6-445c-acdf-a1dfe4ab0b76'
'2018-03-06T04:56:00','occurrence','model','vector space model','relevant','method','w-1-0-3-24','4578179336','4578092872','conf_trec_BellotCEGL02','0','user_3','3c0f4b19-e23a-468c-a81b-d6414d1925b1'
'2018-03-06T04:57:16','occurrence','trec-11','trec-11','relevant','dataset','w-1-0-0-11','4586226520','4583454200','conf_trec_BellotCEGL02','0','user_3','85c35788-f152-4843-bea7-6e4cc1c28a66'
'2018-03-06T04:57:42','occurrence','trec','trec','irrelevant','method','w-1-0-2-57','4578129400','4578091752','conf_trec_BellotCEGL02','0','user_3','58bc26ef-eeb4-4b21-a5cb-66064d95baec'
'2018-03-06T04:58:03','occurrence','siac','siac','relevant','dataset','w-1-0-3-64','4583488424','4583378784','conf_trec_BellotCEGL02','0','user_3','f5f16594-23da-4713-9556-41a9b877f2e6'
'2018-03-06T04:58:28','occurrence','siac','siac','relevant','method','w-1-0-3-64','4578180008','4578093208','conf_trec_BellotCEGL02','0','user_3','3d961643-78ee-4d89-b021-cba8e9816a49'
'2018-03-06T04:58:43','occurrence','question','question analysis','relevant','method','w-1-0-3-87','4578128896','4578091584','conf_trec_BellotCEGL02','0','user_3','ab82f325-b34d-48c3-a897-0a0c9e9671cd'
'2018-03-06T04:58:48','occurrence','have','question taggings have','relevant','method','w-1-0-3-93','4578178776','4578093096','conf_trec_BellotCEGL02','0','user_3','f2def824-291b-4b31-b53d-651cab16dad3'
'2018-03-06T04:59:02','occurrence','problem','question ordering problem','relevant','method','w-1-0-3-138','4578128672','4578091416','conf_trec_BellotCEGL02','0','user_3','203c94d4-cec1-4d99-b02b-a6cff6ed830a'
'2018-03-06T04:59:15','occurrence','task','question answering task','irrelevant','method','w-1-0-3-177','4580047728','4578091136','conf_trec_BellotCEGL02','0','user_3','0ad9a8cc-3dfc-42f1-ba06-4f84706dc7ca'
'2018-03-06T04:59:48','occurrence','currency','currency','irrelevant','dataset','w-1-0-4-125','4586226184','4583411896','conf_trec_BellotCEGL02','0','user_3','13ccb228-408a-44b8-858b-69e6073b4e90'
'2018-03-06T05:00:40','occurrence','name','name','irrelevant','method','w-1-0-4-121','4580100696','4578094104','conf_trec_BellotCEGL02','0','user_3','4c74a0f3-fa88-4820-bfc8-1fb9da18c91d'
'2018-03-06T05:04:38','occurrence','anaphora','pronominal anaphora is','relevant','method','w-1-0-6-77','4578178104','4578092480','conf_trec_BellotCEGL02','1','user_3','843a5890-c595-4d16-a9cb-16c2459ef396'
'2018-03-06T05:05:32','occurrence','trec-10','trec-10','relevant','dataset','w-1-0-11-375','4583486296','4583378000','conf_trec_BellotCEGL02','2','user_3','0c2e83b7-1872-4275-9821-144adaeff5e9'
'2018-03-06T05:05:35','occurrence','trec-9','trec-9','irrelevant','method','w-1-0-11-373','4578129960','4578091976','conf_trec_BellotCEGL02','2','user_3','7866d5c3-5480-44f8-b94a-0e1f876bba2b'
'2018-03-06T05:09:41','occurrence','expression','regular expression','relevant','method','w-1-0-12-471','4578177208','4575315392','conf_trec_BellotCEGL02','2','user_3','99fa75d0-153d-4825-ad23-b9ad95cfc2af'
'2018-03-06T05:11:41','occurrence','trec-8','trec-8','irrelevant','method','w-1-0-18-138','4580099352','4578093712','conf_trec_BellotCEGL02','4','user_3','e190f05d-84fa-4396-807a-d5de2c71767e'
'2018-03-06T05:12:31','occurrence','bird','bird','irrelevant','method','w-1-0-18-284','4578178664','4578092704','conf_trec_BellotCEGL02','4','user_3','98dce1ab-f2db-40c2-ad9b-1c7271eed987'
'2018-03-06T05:13:27','occurrence','country','country','irrelevant','dataset','w-1-0-22-425','4583489432','4583378896','conf_trec_BellotCEGL02','5','user_3','4ba614b3-1528-444d-90ac-ee44d8d069c9'
'2018-03-06T05:13:29','occurrence','county','county','irrelevant','dataset','w-1-0-22-427','4583487304','4583378224','conf_trec_BellotCEGL02','5','user_3','f3160a74-9aa9-4952-b4a9-906a5bd5c966'
'2018-03-06T05:14:19','occurrence','expected','expected answer types','relevant','method','w-1-0-29-29','4580098456','4578093320','conf_trec_BellotCEGL02','8','user_3','a3c6d2e9-ad24-43c1-b9e0-ebe0a5ba5d0a'
'2018-03-06T05:35:37','occurrence','total','total recall track','relevant','method','w-1-0-0-5','4434131600','4417193016','conf_trec_LoseySR15','0','user_4','d2f94440-4ba3-4117-8c95-85cfeb1ad047'
'2018-03-06T05:36:28','occurrence','sullivan','sullivan','relevant','dataset','w-1-0-0-13','4465902536','4462520640','conf_trec_LoseySR15','0','user_4','c8ad65d5-eab0-4051-a292-d511a3c1c9e0'
'2018-03-06T05:36:33','occurrence','sullivan','sullivan','irrelevant','method','w-1-0-0-13','4434177104','4417193632','conf_trec_LoseySR15','0','user_4','ed557f31-15a4-4438-bb9e-b0c9efdd4844'
'2018-03-06T05:36:36','occurrence','losey','losey','relevant','dataset','w-1-0-0-11','4465648584','4462520920','conf_trec_LoseySR15','0','user_4','b7830130-6282-400d-a6e8-c63d8f1df5c7'
'2018-03-06T05:36:43','occurrence','trec','trec','irrelevant','method','w-1-0-0-64','4417699624','4417195872','conf_trec_LoseySR15','0','user_4','10ac92b3-cb95-43f5-9501-638a78bd1406'
'2018-03-06T05:36:44','occurrence','trec','trec','relevant','dataset','w-1-0-0-64','4465807656','4462521200','conf_trec_LoseySR15','0','user_4','459edb51-1920-4306-a5a9-b558bf18db90'
'2018-03-06T05:36:54','occurrence','multimodal','multimodal','irrelevant','dataset','w-1-0-0-157','4482253656','4462521256','conf_trec_LoseySR15','0','user_4','97266a9e-238c-4c34-92ca-9098ef03e937'
'2018-03-06T05:36:59','occurrence','hybrid','hybrid multimodal method','relevant','method','w-1-0-0-197','4417764544','4417233360','conf_trec_LoseySR15','0','user_4','54d15465-3b6a-4439-aa70-e660d9c42078'
'2018-03-06T05:37:05','occurrence','recall','recall track topics','relevant','method','w-1-0-0-334','4417791424','4417192512','conf_trec_LoseySR15','0','user_4','d7eff5a8-0d42-4c25-bdf3-0ce1f31854f0'
'2018-03-06T05:37:11','occurrence','athome','athome','relevant','dataset','w-1-0-0-339','4465775672','4462521032','conf_trec_LoseySR15','0','user_4','e8d30774-839a-4682-af97-937f6b67aa5a'
'2018-03-06T05:37:15','occurrence','athome','athome','irrelevant','method','w-1-0-0-339','4434082840','4417183816','conf_trec_LoseySR15','0','user_4','9e893507-ac29-4bc8-bdc6-585c17dce9ef'
'2018-03-06T05:37:29','occurrence','sandbox','sandbox','relevant','dataset','w-1-0-1-7','4465585736','4462520696','conf_trec_LoseySR15','1','user_4','23bd24cb-80d4-4b6c-85bf-f6518630060d'
'2018-03-06T05:37:31','occurrence','sandbox','sandbox','irrelevant','method','w-1-0-1-7','4434362776','4417187736','conf_trec_LoseySR15','1','user_4','32b75830-fefa-4c6c-9a44-bdcb7ea54d32'
'2018-03-06T05:37:42','occurrence','florida','florida','irrelevant','method','w-1-0-2-609','4434174976','4417234256','conf_trec_LoseySR15','2','user_4','f20988f2-0656-4cc4-8582-74b918b4375a'
'2018-03-06T05:37:51','occurrence','bush','bush','relevant','dataset','w-1-0-3-26','4465628440','4462520864','conf_trec_LoseySR15','3','user_4','70041f33-d35b-48d1-96d1-02ebc381a10c'
'2018-03-06T05:37:59','occurrence','topics','athome topics searched','irrelevant','method','w-1-0-3-33','4417561936','4417185776','conf_trec_LoseySR15','3','user_4','12028c62-38fa-4e84-993e-91a47408fc76'
'2018-03-06T05:38:10','occurrence','governor','florida governor jeb','irrelevant','method','w-1-0-3-44','4417729424','4417183928','conf_trec_LoseySR15','3','user_4','0318a0ee-8093-47dc-9a47-b2c7b52a4a80'
'2018-03-06T05:38:16','occurrence','manatee','manatee','irrelevant','method','w-1-0-5-8','4417729312','4417233080','conf_trec_LoseySR15','3','user_4','45a07159-6d1c-4a00-bdff-6699c094519e'
'2018-03-06T05:38:20','occurrence','funding','preschool funding','irrelevant','method','w-1-0-5-3','4417698168','4417195648','conf_trec_LoseySR15','3','user_4','f5b9bfbc-fd7f-4827-9052-14f7103e3cac'
'2018-03-06T05:38:31','occurrence','facebook','facebook','irrelevant','method','w-1-0-9-3','4434212624','4417185496','conf_trec_LoseySR15','4','user_4','3dd17fc8-390b-42ac-9851-7550aad9443d'
'2018-03-06T05:38:36','occurrence','paypal','paypal','relevant','dataset','w-1-0-9-10','4482172464','4462520528','conf_trec_LoseySR15','4','user_4','208b84c2-7ccb-4abe-b072-decb5c18d2c2'
'2018-03-06T05:38:37','occurrence','paypal','paypal','irrelevant','method','w-1-0-9-10','4417792544','4417192848','conf_trec_LoseySR15','4','user_4','5992ad72-919e-43fc-8eb1-5dc3c8c90dc6'
'2018-03-06T05:38:41','occurrence','occupy','occupy','irrelevant','method','w-1-0-12-11','4434151856','4417233976','conf_trec_LoseySR15','4','user_4','eeffb3d8-50cd-4137-a374-e71ac5e27b76'
'2018-03-06T05:38:46','occurrence','vancouver','vancouver','relevant','dataset','w-1-0-12-12','4482300504','4462521368','conf_trec_LoseySR15','4','user_4','07245195-ef2c-4db2-851a-90f41faf6d41'
'2018-03-06T05:38:50','occurrence','mckenna','mckenna','relevant','dataset','w-1-0-12-14','4482300952','4462555208','conf_trec_LoseySR15','4','user_4','1025a54a-3875-4dc4-8cf9-65f55a5f2c37'
'2018-03-06T05:38:52','occurrence','mckenna','mckenna','irrelevant','method','w-1-0-12-14','4417793440','4417233864','conf_trec_LoseySR15','4','user_4','77a41732-a6ec-4c19-ada2-553659597d0e'
'2018-03-06T05:39:18','occurrence','similarity','similarity search','relevant','method','w-1-0-15-90','4434399640','4414444376','conf_trec_LoseySR15','6','user_4','fcaaab19-c36a-4b86-9503-54f0aefc36ca'
'2018-03-06T05:39:56','occurrence','blackhat','blackhat','relevant','dataset','w-1-0-23-55','4465757208','4462520976','conf_trec_LoseySR15','11','user_4','9e4c46df-0ff0-4eb1-a6f8-f60ace00a4e4'
'2018-03-06T05:39:58','occurrence','blackhat','blackhat world forum','irrelevant','method','w-1-0-23-55','4417602168','4417186336','conf_trec_LoseySR15','11','user_4','4a9f96ce-083a-4267-ac73-173a02e2683b'
'2018-03-06T05:40:18','occurrence','white','white','relevant','dataset','w-1-0-30-450','4482173192','4462520584','conf_trec_LoseySR15','14','user_4','144d0ea9-209c-4de5-ad8d-a8cf12172ce5'
'2018-03-06T05:41:03','occurrence','ontrack','kroll ontrack who','irrelevant','method','w-1-0-56-225','4417564568','4417194192','conf_trec_LoseySR15','22','user_4','0eef96c9-b076-4522-90ac-2c598b3f8df9'
'2018-03-06T05:42:09','occurrence','random','random baseline','relevant','method','w-1-0-62-385','4417517664','4417193912','conf_trec_LoseySR15','28','user_4','5a0258f5-464c-42fc-96d3-765590398abe'
'2018-03-06T05:42:38','occurrence','reasonable','reasonable recall call','relevant','method','w-1-0-65-104','4417604968','4417186616','conf_trec_LoseySR15','31','user_4','cc651b8c-962a-41c8-9e45-8de41ddace90'
'2018-03-06T05:43:26','occurrence','county','manatee county and','irrelevant','method','w-1-0-73-164','4434152528','4417234144','conf_trec_LoseySR15','39','user_4','788ab967-416d-4495-8a07-3e122caa0aac'
'2018-03-06T05:44:09','occurrence','forums','blackhat forums and','irrelevant','method','w-1-0-82-96','4417732224','4417233136','conf_trec_LoseySR15','45','user_4','dcfe8add-44ba-4e64-98fe-dcafbd07ab98'
'2018-03-06T05:44:20','occurrence','and','random baseline and','relevant','method','w-1-0-82-184','4417696264','4417195312','conf_trec_LoseySR15','45','user_4','975cd661-6606-4265-8993-5fa5dc5e929e'
'2018-03-06T05:45:07','occurrence','letters','letters','relevant','dataset','w-1-0-107-146','4482300168','4462521312','conf_trec_LoseySR15','58','user_4','23dac9fd-1d48-4335-bb8d-9d333f4a9e6f'
'2018-03-06T05:46:14','occurrence','was','total recall was','relevant','method','w-1-0-172-282','4434152864','4417184936','conf_trec_LoseySR15','90','user_4','5ddba286-6ab0-425e-81d1-55a1b913ec9f'
'2018-03-06T07:18:18','occurrence','named','named entity recognition','relevant','method','w-1-0-0-1','4580099464','4578093768','conf_trec_BellotCEGL02','0','user_5','fd86a853-bded-4a9a-acaf-1796ea9eff79'
'2018-03-06T07:19:28','occurrence','trec','trec','irrelevant','method','w-1-0-2-57','4578129400','4578091752','conf_trec_BellotCEGL02','0','user_5','a7101b3d-189a-46c9-b670-640da20bfe38'
'2018-03-06T07:19:37','occurrence','trec-11','trec-11','relevant','dataset','w-1-0-0-11','4586226520','4583454200','conf_trec_BellotCEGL02','0','user_5','952b8276-b047-452b-9af2-45156ffeb9f2'
'2018-03-06T07:19:45','occurrence','vector','vector space model','relevant','method','w-1-0-3-22','4578179336','4578092872','conf_trec_BellotCEGL02','0','user_5','ec93d230-6b66-43d0-b4e3-d93d423f6ba3'
'2018-03-06T07:20:29','occurrence','siac','siac','relevant','dataset','w-1-0-3-64','4583488424','4583378784','conf_trec_BellotCEGL02','0','user_5','b5293be9-ee03-4686-a4eb-5b1839cc3562'
'2018-03-06T07:20:31','occurrence','siac','siac','irrelevant','method','w-1-0-3-64','4578180008','4578093208','conf_trec_BellotCEGL02','0','user_5','37b57b40-9198-44cf-8326-e393ac2f0751'
'2018-03-06T07:22:38','occurrence','knowledge','knowledge bases developed','irrelevant','method','w-1-0-3-28','4578129176','4578091640','conf_trec_BellotCEGL02','0','user_5','c1e3d785-12fb-4636-aab3-0358dbc9740f'
'2018-03-06T07:22:56','occurrence','taggings','question taggings have','relevant','method','w-1-0-3-92','4578178776','4578093096','conf_trec_BellotCEGL02','0','user_5','0c2b73c2-306f-4ea6-9d8e-1e50a93e0d2e'
'2018-03-06T07:23:31','occurrence','bases','knowledge bases is','irrelevant','method','w-1-0-3-108','4578131864','4578092312','conf_trec_BellotCEGL02','0','user_5','cfdfcb1c-437e-4eca-b558-1b161ea07524'
'2018-03-06T07:24:48','occurrence','answering','question answering task','irrelevant','method','w-1-0-3-176','4580047728','4578091136','conf_trec_BellotCEGL02','0','user_5','f3cc95db-eddb-469f-bc40-1ba9e5254c7d'
'2018-03-06T07:24:55','occurrence','question','question ordering problem','irrelevant','method','w-1-0-3-136','4578128672','4578091416','conf_trec_BellotCEGL02','0','user_5','6dbf3cb8-5345-4407-858e-5bf2e721e2f8'
'2018-03-06T07:24:59','occurrence','analysis','question analysis','irrelevant','method','w-1-0-3-88','4578128896','4578091584','conf_trec_BellotCEGL02','0','user_5','1e63d2f8-c3bd-408c-9e4d-461e70b91046'
'2018-03-06T07:25:40','occurrence','currency','currency','relevant','dataset','w-1-0-4-125','4586226184','4583411896','conf_trec_BellotCEGL02','0','user_5','2ecf75a3-590f-44a6-8e85-08a454904e12'
'2018-03-06T07:25:43','occurrence','name','name','irrelevant','method','w-1-0-4-121','4580100696','4578094104','conf_trec_BellotCEGL02','0','user_5','d99f3dae-6296-47d8-bdad-81a5717d81f1'
'2018-03-06T07:26:04','occurrence','expected','expected answer types','relevant','method','w-1-0-4-136','4580098232','4578093320','conf_trec_BellotCEGL02','0','user_5','0babcf18-7089-4276-8188-95d35e3d9f73'
'2018-03-06T07:26:54','occurrence','anaphora','pronominal anaphora is','irrelevant','method','w-1-0-6-77','4578178104','4578092480','conf_trec_BellotCEGL02','1','user_5','1a564434-fcaa-48bd-bf27-fa777783baf9'
'2018-03-06T07:27:26','occurrence','trec-9','trec-9','irrelevant','method','w-1-0-11-373','4578129960','4578091976','conf_trec_BellotCEGL02','2','user_5','c04bba8e-1a80-4e0c-929d-0025ac43bf3b'
'2018-03-06T07:27:29','occurrence','trec-10','trec-10','relevant','dataset','w-1-0-11-375','4583486296','4583378000','conf_trec_BellotCEGL02','2','user_5','e584fc5c-1963-4148-8447-58c7eb12f4dc'
'2018-03-06T07:27:49','occurrence','city','city','relevant','method','w-1-0-12-60','4580047672','4578091360','conf_trec_BellotCEGL02','2','user_5','438a5789-a848-48fb-8b2a-fbacdc8a39c2'
'2018-03-06T07:27:54','occurrence','ztrm','ztrm','relevant','method','w-1-0-12-82','4580098120','4578093600','conf_trec_BellotCEGL02','2','user_5','c53de9b9-4565-42e4-b116-5ff3bd46f1fb'
'2018-03-06T07:28:06','occurrence','regular','regular expression','relevant','method','w-1-0-12-470','4578177208','4575315392','conf_trec_BellotCEGL02','2','user_5','5da2e13a-38e5-456d-b4fe-e7fce218a839'
'2018-03-06T07:29:18','occurrence','bird','bird','relevant','method','w-1-0-14-62','4578178328','4578092704','conf_trec_BellotCEGL02','3','user_5','5352192c-0fd4-4b5f-ae06-7dabff005b02'
'2018-03-06T07:29:21','occurrence','biography','biography','irrelevant','dataset','w-1-0-14-60','4586228200','4583454480','conf_trec_BellotCEGL02','3','user_5','c4d4aab5-ce72-47c4-8147-1674f21412b2'
'2018-03-06T07:29:24','occurrence','depth','depth','irrelevant','dataset','w-1-0-14-93','4583487976','4583378560','conf_trec_BellotCEGL02','3','user_5','0fc0c71a-429a-4db6-a08d-bd7ba4e48da5'
'2018-03-06T07:29:26','occurrence','diameter','diameter','irrelevant','dataset','w-1-0-14-95','4583486072','4583377944','conf_trec_BellotCEGL02','3','user_5','ecc7933e-3ee4-444d-8b96-9c3c1e961362'
'2018-03-06T07:29:29','occurrence','county','county','irrelevant','dataset','w-1-0-14-81','4583487192','4583378224','conf_trec_BellotCEGL02','3','user_5','93ea446a-c910-41fc-b253-581d3419f1f1'
'2018-03-06T07:29:31','occurrence','country','country','irrelevant','dataset','w-1-0-14-79','4583489208','4583378896','conf_trec_BellotCEGL02','3','user_5','55837de0-dc99-410c-9ce4-07e0f8764aae'
'2018-03-06T07:29:33','occurrence','continent','continent','irrelevant','dataset','w-1-0-14-77','4588113816','4583377608','conf_trec_BellotCEGL02','3','user_5','5b73596d-6172-4ecc-ae68-f1b58465a38e'
'2018-03-06T07:29:36','occurrence','duration','duration','irrelevant','dataset','w-1-0-14-99','4583487528','4583378280','conf_trec_BellotCEGL02','3','user_5','4a4a11b9-6c05-4f99-add8-44c362ebd8dd'
'2018-03-06T07:29:40','occurrence','company','company','irrelevant','dataset','w-1-0-14-75','4588112808','4583377328','conf_trec_BellotCEGL02','3','user_5','1a8b9e2e-e103-487e-9bf5-3148d9412f4a'
'2018-03-06T07:29:42','occurrence','planet','planet','irrelevant','dataset','w-1-0-14-164','4586227976','4583454424','conf_trec_BellotCEGL02','3','user_5','ec86e7cb-2823-4a37-a126-4d2a0856bb51'
'2018-03-06T07:29:44','occurrence','season','season','irrelevant','dataset','w-1-0-14-174','4586225960','4583411784','conf_trec_BellotCEGL02','3','user_5','ab59ebce-0148-4f6d-bf62-dd70af7b1099'
'2018-03-06T07:29:47','occurrence','musician','musician','irrelevant','dataset','w-1-0-14-151','4588112528','4583377216','conf_trec_BellotCEGL02','3','user_5','7b34de23-b127-42a5-9945-e8a12b47e854'
'2018-03-06T07:29:49','occurrence','mountain','mountain','irrelevant','dataset','w-1-0-14-149','4588113032','4583377384','conf_trec_BellotCEGL02','3','user_5','929c04d3-0bc1-4ca0-9b31-225190a8dcb0'
'2018-03-06T07:29:52','occurrence','percentage','percentage','irrelevant','dataset','w-1-0-14-160','4583485624','4583377720','conf_trec_BellotCEGL02','3','user_5','9a9624db-b9c9-49c6-8ca6-f003630dfbe7'
'2018-03-06T07:29:55','occurrence','money','money','irrelevant','dataset','w-1-0-14-147','4583487752','4583378392','conf_trec_BellotCEGL02','3','user_5','6a54b58e-2210-449f-9f2a-daadb9022778'
'2018-03-06T07:29:57','occurrence','inventor','inventor','irrelevant','dataset','w-1-0-14-135','4583486744','4583378056','conf_trec_BellotCEGL02','3','user_5','dd2afd3e-7641-42ec-99da-b48532ded184'
'2018-03-06T07:30:00','occurrence','hemisphere','hemisphere','irrelevant','dataset','w-1-0-14-133','4583486968','4583378112','conf_trec_BellotCEGL02','3','user_5','547acaf6-b454-4eda-a124-068b2575746b'
'2018-03-06T07:30:01','occurrence','mineral','mineral','irrelevant','dataset','w-1-0-14-145','4586228424','4583454592','conf_trec_BellotCEGL02','3','user_5','9de55b6d-4ba7-4375-98a8-d8712e9005f9'
'2018-03-06T07:30:05','occurrence','height','height','irrelevant','dataset','w-1-0-14-131','4583485848','4583377888','conf_trec_BellotCEGL02','3','user_5','b2eb516f-73db-47e5-9e00-fa1cc2d158f9'
'2018-03-06T07:30:08','occurrence','politician','politician','irrelevant','dataset','w-1-0-14-166','4588113256','4583377440','conf_trec_BellotCEGL02','3','user_5','c273ad7a-9217-4dca-b264-7eafb4dab12f'
